NIF,Razón social,Comunidad,Provincia,Localidad,Último año con cuentas,Tipos de cuentas,Sector Infocif,Estado
B06716500,ALQUILER Y GESTION INMOBILIARIA DE BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,Inmobiliarias y similares,-
B06685036,ALQUILER Y NEUMATICOS PINTO SL,Extremadura,Badajoz,Villafranca de los Barros,0,Individuales,Automotor,-
B06359392,ALQUILER Y REPARACIONES EXTREMADURA SL,Extremadura,Badajoz,Badajoz,2015,Individuales,,-
B10437721,ALQUILER Y SERVICIOS DE PERFORACION SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B06562631,ALQUILERES CARPALOB SL,Extremadura,Badajoz,"Garrovilla, La",0,Individuales,,-
B06344014,ALQUILERES DE PLATAFORMAS EXTREMEÑAS SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B10383404,ALQUILERES INDUSTRIALES EXTREMEÑOS SL,Extremadura,Cáceres,Cáceres,0,Individuales,Equipos y servicios comerciales,-
A79228219,ALQUILERES INMOBILIARIOS SA,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06754600,ALQUILERES MACAR SL,Extremadura,Badajoz,Azuaga,0,Individuales,Inmobiliarias y similares,-
B06290936,ALQUILERES RUSTICAS Y COMPRAVENTAS INMOBILIARIAS SL,Extremadura,Badajoz,Montijo,0,Individuales,,-
B06710784,ALQUILERES Y GESTION DE HUERTOS SL,Extremadura,Badajoz,Almendralejo,0,,Construcción y Desarrollo,-
B10473288,ALQUILERES Y SUMINISTROS MORENO MARTINEZ SL,Extremadura,Cáceres,Cáceres,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06452593,ALQUILIMOUSINE SL,Extremadura,Badajoz,Zafra,0,,Transporte terrestre,-
B06267157,ALQUIMERIDA OBRAS SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B10300481,ALQUINOVA EXTREMADURA SL,Extremadura,Cáceres,Cáceres,0,,Productos cosméticos / Higiene /Cuidado Personal,-
B06339618,ALQUIPREX SL,Extremadura,Badajoz,Badajoz,0,,,-
B06678072,ALQUIRENTA DELVA SL,Extremadura,Badajoz,Santa Amalia,0,Individuales,Inmobiliarias y similares,-
B06734636,ALQUISERV OBRAS Y FIRMES SL,Extremadura,Badajoz,Almendralejo,0,,Intermediarios financieros,-
B10468403,ALQUITODO HIJOS DE HIPOLITO SL,Extremadura,Cáceres,Talayuela,0,Individuales,Transporte terrestre,-
B06519607,ALQUITRUCKS EXTREMADURA SL,Extremadura,Badajoz,Mérida,0,Individuales,Automotor,-
B06744536,ALRA ENERGIAS RENOVABLES SLL,Extremadura,Badajoz,Valle de Matamoros,0,,Productos electrónicos / eléctricos,-
B10351609,ALRADE HOGAR SL,Extremadura,Cáceres,Cáceres,0,,Productos electrónicos / eléctricos,-
B06538367,ALREAN ALBURQUERQUE SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B10445310,ALREVES PRODUCCIONES SL,Extremadura,Cáceres,Cáceres,0,Individuales,Productos y actividades relacionados con ocio y cultura,-
B10409472,ALREX NAV SL,Extremadura,Cáceres,Navalmoral de la Mata,0,,SERVICO DE COMIDA,-
B10457992,ALRUBARE SL,Extremadura,Cáceres,Plasencia,0,,Productos forestales,-
B10504413,ALS TRADING CONSULTORIA Y GESTION DE PROYECTOS SL,Extremadura,Cáceres,Arroyo de la Luz,0,,Muebles para el hogar / Equipar,-
B10503001,ALSA MIRAT EXTREMADURA SL,Extremadura,Cáceres,Cáceres,0,Individuales,Transporte terrestre,-
B06545842,ALSAGO FORMACION SL,Extremadura,Badajoz,Santa Marta,0,Individuales,Inmobiliarias y similares,-
B10476125,ALSAJEMA 04 SL,Extremadura,Cáceres,Miajadas,0,Individuales,Transporte terrestre,-
B06693048,ALSAMERA DON BENITO SL,Extremadura,Badajoz,Don Benito,0,Individuales,Inmobiliarias y similares,-
B06264246,ALSER-OBRAS PUBLICAS Y SERVICIOS SL,Extremadura,Badajoz,Don Benito,0,,,-
B06569859,ALSERCON PUEBLONUEVO SL,Extremadura,Badajoz,Badajoz,0,,Construcción y Desarrollo,-
B06338636,ALSIME ALMENDRALEJO SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B06469233,ALSOLAREX SL,Extremadura,Badajoz,Talavera la Real,0,Individuales,Utilities / Servicios de utilidad pública,-
B06468649,ALSONI DE CONSTRUCCION SL,Extremadura,Badajoz,Olivenza,0,,Inmobiliarias y similares,-
B06529440,ALSTRADE REPRESENTACIONES SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B06578686,ALSUMA UNIFORMES Y SUMINISTROS SL,Extremadura,Badajoz,Talavera la Real,0,Individuales,Ropa / textiles,-
B06442156,ALTABA GRACIA SL,Extremadura,Badajoz,Fregenal de la Sierra,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06339519,ALTACEPA SL,Extremadura,Badajoz,Villafranca de los Barros,0,Individuales,"Agricultura, ganadería y pesca",-
B06677603,ALTAHIR MARQUEZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,Inmobiliarias y similares,-
B10296556,ALTAIR COMUNICACIONES E INTERNET SLL,Extremadura,Cáceres,Cáceres,0,,Minoristas (excepto alimentos y medicamentos),-
B10255602,ALTAIR DEL TAJO SL,Extremadura,Cáceres,Cáceres,0,,,-
B06426753,ALTAIR ESTUDIO DE COCINAS Y ARMARIOS SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B06349070,ALTAIR RESTAURACION SL,Extremadura,Badajoz,Mérida,0,,,-
B10489706,ALTAIS RETIRA DE AMIANTO SL,Extremadura,Cáceres,Plasencia,0,Individuales,Productos alimenticios / Parafarmacia,-
B06647366,ALTAMIRANO SERVICIOS JURIDICOS Y ASESORIA SLP,Extremadura,Badajoz,Mérida,0,Individuales,Gobierno / Estado,-
B06467310,ALTARES 60 SL,Extremadura,Badajoz,Badajoz,0,Individuales,Construcción y Desarrollo,-
B06304729,ALTAS TECNICAS EN CONSTRUCCIONES SA,Extremadura,Badajoz,Don Benito,0,Individuales,,-
B06641153,ALTE SERVICIOS CONCURSALES SL,Extremadura,Badajoz,Mérida,0,,Construcción y Desarrollo,-
B06654008,ALTE SERVICIOS JURIDICOS SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B80141039,ALTECNIC SL,Extremadura,Badajoz,Mérida,2019,Individuales,Construcción y Desarrollo,-
B06756845,ALTER ENERSUN ALCONCHEL SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06756860,ALTER ENERSUN BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06751812,ALTER ENERSUN CACERES DOS SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06751820,ALTER ENERSUN CACERES TRES SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06751804,ALTER ENERSUN CACERES UNO SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06573315,ALTER ENERSUN CIM DE TARRAGONA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Utilities / Servicios de utilidad pública,-
B06572754,ALTER ENERSUN CORIA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Utilities / Servicios de utilidad pública,-
B06749352,ALTER ENERSUN HUELVA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Utilities / Servicios de utilidad pública,-
B06756878,ALTER ENERSUN JEREZ SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06756894,ALTER ENERSUN LA LUZ DOS SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06756886,ALTER ENERSUN LA LUZ UNO SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06756910,ALTER ENERSUN MERIDA DOS SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06756902,ALTER ENERSUN MERIDA UNO SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06592422,ALTER ENERSUN MOLINENSE SL,Extremadura,Badajoz,Badajoz,0,Individuales,Utilities / Servicios de utilidad pública,-
A06560627,ALTER ENERSUN SA,Extremadura,Badajoz,Badajoz,2019,Individuales,Utilities / Servicios de utilidad pública,-
B10342111,ALTERNATIVAS EXTREMEÑAS INTEGRADAS 2006 SL,Extremadura,Cáceres,Cáceres,0,,Productos electrónicos / eléctricos,-
B06530976,ALTERQUERCUS SL,Extremadura,Badajoz,Alburquerque,0,Individuales,Inmobiliarias y similares,-
B06514145,ALTERRA INMO SL,Extremadura,Badajoz,Mérida,0,Individuales,Consultoría empresarial y otros,-
B10211423,ALTMANN & ASOCIADOS INVERSIONES SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B06563209,ALTOS DE EXTREMADURA CONSTRUCCIONES Y PROMOCIONES SL,Extremadura,Badajoz,Aceuchal,0,,Construcción y Desarrollo,-
B06731921,ALTOS DE MERIDA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Inmobiliarias y similares,-
B06460083,ALTOS DE VISTALEGRE SL,Extremadura,Badajoz,Badajoz,0,Individuales,Inmobiliarias y similares,-
B06587158,ALUCOD RECICLAJE SL,Extremadura,Badajoz,Llerena,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06538524,ALUCOMPAC SERVICES SL,Extremadura,Badajoz,Zafra,0,,Equipamiento industrial en metal,-
B06510002,ALUCRIEX DON BENITO SL,Extremadura,Badajoz,Don Benito,0,,Equipamiento industrial en metal,-
B06523831,ALUCRIEX SISTEMAS SL,Extremadura,Badajoz,Don Benito,0,Individuales,Equipamiento industrial en metal,-
B06489587,ALUE GO EXTREMADURA NUEVAS TECNOLOGIAS SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06365068,ALUINTEX SL,Extremadura,Badajoz,Don Benito,0,,,-
B10460517,ALUMANOREX SL,Extremadura,Cáceres,Montehermoso,0,,Equipamiento industrial en metal,-
B06286645,ALUMAR PELEÑO SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06337893,ALUMINIO Y CERRAJERIA NARANJO SL,Extremadura,Badajoz,Villafranca de los Barros,0,Individuales,,-
B06439947,ALUMINIO Y CRISTALERIA LA EXTREMEÑA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06364103,ALUMINIO Y CRISTALERIA SANDEZ SL,Extremadura,Badajoz,Badajoz,0,,,-
B06744049,ALUMINIO Y VIDRIO FRAN FUERTES SL,Extremadura,Badajoz,Quintana de la Serena,0,,Equipamiento industrial en metal,-
B06402119,ALUMINIO-PERSIANAS CALAMONTE SL,Extremadura,Badajoz,Calamonte,0,,Minoristas (excepto alimentos y medicamentos),-
B10257186,ALUMINIOS ALMOHARIN SLL,Extremadura,Cáceres,Cáceres,0,,,-
B10025302,ALUMINIOS CACERES DOS SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10268910,ALUMINIOS CLAUDIO SL,Extremadura,Cáceres,Cáceres,0,,,-
B10181675,ALUMINIOS CUADRADO SL,Extremadura,Cáceres,Cáceres,0,,,-
A06293112,ALUMINIOS DEL MAESTRE SA,Extremadura,Badajoz,Villafranca de los Barros,2019,Individuales,Metales no ferrosos / minerales,-
B06659692,ALUMINIOS DON JOSE SL,Extremadura,Badajoz,Badajoz,2015,Individuales,,-
B06487920,ALUMINIOS DURAN SL,Extremadura,Badajoz,Villafranca de los Barros,0,Individuales,Equipamiento industrial en metal,-
B06252571,ALUMINIOS GALLARDO GONZALEZ SL,Extremadura,Badajoz,Campanario,0,Individuales,Equipamiento industrial en metal,-
B10310027,ALUMINIOS JIMENEZ DE TRUJILLO SL,Extremadura,Cáceres,Trujillo,0,,Metales no ferrosos / minerales,-
A28692333,ALUMINIOS LA SERENA SA,Extremadura,Badajoz,Don Benito,2019,Individuales,Acero,-
B06391593,ALUMINIOS LEANDRO SL,Extremadura,Badajoz,Badajoz,0,,Equipamiento industrial en metal,-
B10254191,ALUMINIOS LUIS ENRIQUE SL,Extremadura,Cáceres,Cáceres,0,,,-
B10204949,ALUMINIOS RETAMAR SL,Extremadura,Cáceres,Madrigal de la Vera,0,Individuales,,-
B06216733,ALUMINIOS REYES SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,,-
B10030773,ALUMINIOS SANTIAGO VICENTE SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
A41212911,ALUMINIOS SEVILLA SA,Extremadura,Cáceres,Trujillo,0,,,-
B10179430,ALUMINIOS Y CERRAJERIAS PLACENTINAS SL,Extremadura,Cáceres,Cáceres,0,,,-
B10267771,ALUMINIOS Y MADERAS MONTEHERMOSO SL,Extremadura,Cáceres,Montehermoso,0,,,-
B06710206,ALUMINIOS Y PVC YUSTE Y GODOY SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Equipamiento industrial en metal,-
B06427850,ALUMINIOS Y VIDRIOS DE ALMENDRALEJO SL,Extremadura,Badajoz,Almendralejo,0,,Equipamiento industrial en metal,-
B10381077,ALUMINIOS Y VIDRIOS HERMANOS PEDRERO SL,Extremadura,Cáceres,Cáceres,0,,Equipamiento industrial en metal,-
B06279517,ALUMINIOS ZAFRA SL,Extremadura,Badajoz,Zafra,0,Individuales,,-
B06321368,ALUMINIOSBADAJOZ SL,Extremadura,Badajoz,Badajoz,0,,,-
B06541015,ALUNUÑEZ SL,Extremadura,Badajoz,Badajoz,0,,Equipamiento industrial en metal,-
B10481265,ALUPLASENGLASS SL,Extremadura,Cáceres,Plasencia,0,Individuales,Construcción y Desarrollo,-
B10147049,ALURCE SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10254209,ALUSE DE TRUJILLO SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10455590,ALUULA SL,Extremadura,Cáceres,Marchagaz,0,,"Agricultura, ganadería y pesca",-
B06509384,ALUXIA PRODUCCIONESSL,Extremadura,Badajoz,Badajoz,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06413736,ALVA PLATA PROMOCIONES SL,Extremadura,Badajoz,Aceuchal,0,,Inmobiliarias y similares,-
B10397750,ALVADAN 90 GESTION DE OBRAS SL,Extremadura,Cáceres,Navalmoral de la Mata,0,,,-
B06673214,ALVANATUR GLOBAL SL,Extremadura,Badajoz,Almendralejo,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06556021,ALVANO CASADEMUNT HOSTELERIA SL,Extremadura,Badajoz,Almendralejo,0,,SERVICO DE COMIDA,-
B06342505,ALVANO-CASADEMUNT SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Inmobiliarias y similares,-
B10131423,ALVAREZ BUILLA SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06180129,ALVAREZ BUIZA SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B06002026,ALVAREZ CIENFUEGOS SL,Extremadura,Badajoz,Villanueva de la Serena,2019,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06424832,ALVAREZ ESTRUCTURAS Y PREFABRICADOS SL,Extremadura,Badajoz,Zafra,0,,,-
B10171684,ALVAREZ FERNANDEZ LOGROSAN CONSULTORES SL,Extremadura,Cáceres,Cáceres,0,,,-
B10219327,ALVAREZ FORMACION SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06543474,ALVAREZ GLOBAL SL,Extremadura,Badajoz,Burguillos del Cerro,0,Individuales,Inmobiliarias y similares,-
B06394753,ALVAREZ NAVIA INVERSIONISTAS SL,Extremadura,Badajoz,Zafra,0,,Inmobiliarias y similares,-
B06250112,ALVAREZ PROFESIONALES DEL NEUMATICO SL,Extremadura,Badajoz,Don Benito,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06027882,ALVAREZ ROSALES SL,Extremadura,Badajoz,Badajoz,0,,,-
B10367662,ALVAREZ SALGADO JOSE FERMIN 002031441M SLNE,Extremadura,Cáceres,Cáceres,0,,Minoristas (excepto alimentos y medicamentos),-
B06405799,ALVAREZ Y BARRAGAN SL,Extremadura,Badajoz,Almendralejo,0,,Minoristas (excepto alimentos y medicamentos),-
B06454789,ALVAREZVIQUE SL,Extremadura,Badajoz,Zafra,0,,Minoristas (excepto alimentos y medicamentos),-
B71060867,ALVARLAS SERVICIOS SL,Extremadura,Badajoz,Badajoz,0,,Equipos industriales,-
B10289783,ALVARO & DAVID SL,Extremadura,Cáceres,Valencia de Alcántara,0,,SERVICO DE COMIDA,-
07442689G,ALVARO ALMENDRAL MUÑOZ,Extremadura,Cáceres,Cáceres,0,Individuales,Productos electrónicos / eléctricos,-
B06592125,ALVARO ARROYAL SL,Extremadura,Badajoz,Badajoz,0,Individuales,Radio y Televisión,-
B06559264,ALVARO CANCHO ASESORES SL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
44405976Z,ALVARO HERNANDEZ MARTIN,Extremadura,Cáceres,Pinofranqueado,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10247500,ALVARO MADERA SOLANA SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10471001,ALVARO PARRA AGRO SL,Extremadura,Cáceres,Villar de Plasencia,0,Individuales,Productos alimenticios / Parafarmacia,-
B10435782,ALVERNA CONSULTORES SL,Extremadura,Cáceres,Cáceres,0,,Consultoría empresarial y otros,-
B06590632,ALVES & SANTOS-DEPORTIVAS Y CULTURALES SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B06505820,ALVI INVERSIONES DEL RIVERO SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B10317733,ALVOILA PROMOCIONES SL,Extremadura,Cáceres,Cáceres,0,,Consultoría empresarial y otros,-
B06584882,ALYCAPA 2019 SL,Extremadura,Badajoz,Mérida,0,Individuales,Utilities / Servicios de utilidad pública,-
B06749097,ALYEDERM CLINIC & RESEARCH SL,Extremadura,Badajoz,Don Benito,0,Individuales,Consultoría empresarial y otros,-
B06536221,ALZA EXPRESS SL,Extremadura,Badajoz,Zafra,0,Individuales,Transporte terrestre,-
B06402077,ALZADO PRINCIPAL SL,Extremadura,Badajoz,Badajoz,0,,,-
B06546832,ALZYRA SERVICIOS PERSONALIZADOS Y ORGANIZACION DE EVENTOS SL,Extremadura,Badajoz,Badajoz,0,,SERVICO DE COMIDA,-
B06225247,AM ASOCIADOS INFISCON SL,Extremadura,Badajoz,Zafra,2017,Individuales,,-
B06734222,AM TECNICOS ASESORIA AGRICOLA GANADERA SL,Extremadura,Badajoz,Don Benito,0,Individuales,Consultoría empresarial y otros,-
B06591945,AMA SERVICIOS 2009 SL,Extremadura,Badajoz,Talarrubias,0,,SERVICO DE COMIDA,-
B06731574,AMACAR ALIMENTACION SL,Extremadura,Badajoz,Monesterio,0,Individuales,Minoristas de alimentos / medicamentos,-
B10451417,AMADEO HORNOS SL,Extremadura,Cáceres,Calzadilla,0,,"Agricultura, ganadería y pesca",-
B10321164,AMADO CHAMORRO SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B06682892,AMADOR-VENERO SL,Extremadura,Badajoz,Badajoz,0,Individuales,Construcción y Desarrollo,-
B06071393,AMAGOSA DISTRIBUCION Y LOGISTICA SL,Extremadura,Badajoz,Don Benito,2019,Individuales,Bebidas y otros productos para el consumo,-
B06427322,AMAGOSA EXTREMADURA LOGISTICA SL,Extremadura,Badajoz,Don Benito,0,,,-
B06474837,AMAJAFE 3 INVERSIONES SL,Extremadura,Badajoz,Mérida,0,,Inmobiliarias y similares,-
B06592489,AMALEAME SL,Extremadura,Badajoz,Badajoz,0,,Construcción y Desarrollo,-
B10463230,AMALIA CORCHERO PESADO SL,Extremadura,Cáceres,Plasencia,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
F06009898,AMALIA DE SAJONIA SCL,Extremadura,Badajoz,Santa Amalia,2018,"Individuales, Consolidadas",Productos alimenticios / Parafarmacia,-
B06015275,AMALIO MATERIALES DE CONSTRUCCION SL,Extremadura,Badajoz,Badajoz,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10367449,AMALTEA DE MIRABEL SL,Extremadura,Cáceres,Hervás,0,Individuales,Productos y actividades relacionados con ocio y cultura,-
B06737027,AMALTEA EUROPE FOOD SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agricultura, ganadería y pesca",-
B06737134,AMANITA LOGISTICASL,Extremadura,Badajoz,Olivenza,0,Individuales,Otros / varios,-
B06463053,AMANITA PONDEROSA INVERSIONES SL,Extremadura,Badajoz,Badajoz,0,,,-
B06482053,AMARMOA SL,Extremadura,Badajoz,Almendralejo,0,,Consultoría empresarial y otros,-
B10169829,AMARO PAPEL SL,Extremadura,Cáceres,Plasencia,0,Individuales,,-
B06703631,AMARQUITECTURA 1021 SL,Extremadura,Badajoz,Don Benito,0,Individuales,Inmobiliarias y similares,-
B06743629,AMATE BETICA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Inmobiliarias y similares,-
B06614887,AMAUROTA ASESORES DE DIRECCION SL,Extremadura,Badajoz,Mérida,2014,Individuales,Consultoría empresarial y otros,-
B06157879,AMAYA NARANJO SL,Extremadura,Badajoz,Puebla de la Calzada,0,Individuales,,-
B06243554,AMAYA TELECOMUNICACIONES SL,Extremadura,Badajoz,Badajoz,0,,,-
B06489769,AMBAR DON BENITO SL,Extremadura,Badajoz,Don Benito,0,Individuales,Inmobiliarias y similares,-
B06228837,AMBAR-VIAL SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06649909,AMBAS EMES SL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
B06451736,AMBENE ROGRASA BIODIESEL SL,Extremadura,Badajoz,Mérida,0,,,-
B10238582,AMBERES COMPUTERS SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06691570,AMBERTL27 SL,Extremadura,Badajoz,Fuente de Cantos,0,Individuales,,-
B10359461,AMBIENTA FOMENTO DEL ENTORNO SL,Extremadura,Cáceres,Cáceres,0,,SERVICO DE COMIDA,-
B10354777,AMBIENTA INGENIERIA Y SERVICIOS AGRARIOS Y FORESTALES SL,Extremadura,Cáceres,Montehermoso,0,Individuales,Consultoría empresarial y otros,-
B06742670,AMBIENTADORES DE EXTREMADURA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
G10422160,AMBIENTAL SERVICE ECODESARROLLO AIE,Extremadura,Cáceres,Plasencia,0,,Construcción y Desarrollo,-
B06701346,AMBIENTALIA ICV SL,Extremadura,Badajoz,Valdecaballeros,0,Individuales,"Agricultura, ganadería y pesca",-
B10478238,AMBIFOREST CONSULTORIA SL,Extremadura,Cáceres,Pinofranqueado,0,Individuales,Consultoría empresarial y otros,-
B10359867,AMBIGU MONTESOL SL,Extremadura,Cáceres,Cáceres,0,,SERVICO DE COMIDA,-
B06755151,AMBITEX PROYECTOS INSTALACIONES Y MANTENIMIENTOS SL,Extremadura,Badajoz,Puebla de la Calzada,0,Individuales,Productos electrónicos / eléctricos,-
B06424816,AMBITO ESTRUCTURAS EXTREMEÑAS SL,Extremadura,Badajoz,Don Benito,0,,Construcción y Desarrollo,-
B06677785,AMBIX AMBIENTADORES PROFESIONALES SL,Extremadura,Badajoz,Badajoz,0,Individuales,Productos químicos y plásticos,-
B06645048,AMBIZEINA SL,Extremadura,Badajoz,Mérida,0,Individuales,Cuidado de la salud,-
B10406601,AMBLING INGENIERIA Y SERVICIOS SL,Extremadura,Cáceres,Plasencia,2019,Individuales,Utilities / Servicios de utilidad pública,-
B10383750,AMBROSIA FOOD SL,Extremadura,Cáceres,Plasencia,2017,Individuales,Minoristas de alimentos / medicamentos,-
F10013522,AMBROZ ARTESANA DEL MUEBLE SC,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10065415,AMBULANCIAS ANGELES AMIGOS SL,Extremadura,Cáceres,Cáceres,2016,Individuales,,-
B10345932,AMBULANCIAS ARAVEI SL,Extremadura,Cáceres,Navalmoral de la Mata,0,Individuales,Transporte terrestre,-
B06028013,AMBULANCIAS COOPERATIVA EXTREMEÑA AMCOEX SCL,Extremadura,Badajoz,Llerena,2016,Individuales,,-
B06516017,AMBULANCIAS EMERITA EL MADRILEÑO SL,Extremadura,Badajoz,Mérida,0,Individuales,Cuidado de la salud,-
B06212963,AMBULANCIAS GUADIANA SL,Extremadura,Badajoz,Don Benito,2017,Individuales,,-
F06030522,AMBULANCIAS LA SERENA SCL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06250195,AMBYGRUAS LUSITANA SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B06164263,AMCOEX MOTOR SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06233001,AMECO PROFESIONAL SL,Extremadura,Badajoz,Don Benito,0,Individuales,Gobierno / Estado,-
B10400299,AMERGELA SL,Extremadura,Cáceres,Plasencia,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
J06060362,AMERICA VEINTIDOS SC,Extremadura,Badajoz,Badajoz,0,Individuales,,-
A06318968,AMETUGA SA,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06219687,AMF E HIJOS SL,Extremadura,Badajoz,Badajoz,0,,,-
B10399830,AMFAMI MEDIACION FAMILIAR SL,Extremadura,Cáceres,Cáceres,0,,Utilities / Servicios de utilidad pública,-
B10488195,AMG MAES DE COMAN SL,Extremadura,Cáceres,Cáceres,0,,Construcción y Desarrollo,-
B06316244,AMIGABLES COMPONEDORES SL,Extremadura,Badajoz,Badajoz,0,,,-
